Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,29739
British Virgin Islands,VGB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,11400466356.3898
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,26762.0350436621
Brunei Darussalam,BRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Brunei Darussalam,BRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Brunei Darussalam,BRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,80.8337760910816
Brunei Darussalam,BRN,"Population, female",SP.POP.TOTL.FE.IN,205084
Brunei Darussalam,BRN,"Population, male",SP.POP.TOTL.MA.IN,220910
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,425994
Brunei Darussalam,BRN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,53964253211.84
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,7570.93165511708
Bulgaria,BGR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,28.3303508758545
Bulgaria,BGR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,20.5625095367432
Bulgaria,BGR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,24.6281509399414
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,65.6579034635225
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,3672681
Bulgaria,BGR,"Population, male",SP.POP.TOTL.MA.IN,3455141
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7127822
Bulgaria,BGR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,12833363045.3367
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,665.786328598963
Burkina Faso,BFA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Burkina Faso,BFA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Burkina Faso,BFA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,70.4513815789474
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,9688281
Burkina Faso,BFA,"Population, male",SP.POP.TOTL.MA.IN,9587217
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,19275498
Burkina Faso,BFA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2644487776.50077
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,242.539527292978
Burundi,BDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Burundi,BDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Burundi,BDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,424.584384735202
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,5495462
Burundi,BDI,"Population, male",SP.POP.TOTL.MA.IN,5407865
Burundi,BDI,"Population, total",SP.POP.TOTL,10903327
Burundi,BDI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1849789985.99572
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,3312.69674458487
Cabo Verde,CPV,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Cabo Verde,CPV,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Cabo Verde,CPV,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,138.559305210918
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,280659
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,277736
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,558394
Cabo Verde,CPV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,20016747857.6367
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,1281.10597105412
Cambodia,KHM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Cambodia,KHM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Cambodia,KHM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,88.5145252662588
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,7892686
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,7731897
Cambodia,KHM,"Population, total",SP.POP.TOTL,15624584
Cambodia,KHM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,33814337044.3765
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1426.06548113211
Cameroon,CMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Cameroon,CMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Cameroon,CMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,50.1610501152927
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,11896708
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,11814923
Cameroon,CMR,"Population, total",SP.POP.TOTL,23711630
Cameroon,CMR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1527994741907.43
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,42315.6037056806
Canada,CAN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,26.7036800384521
Canada,CAN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,24.7432594299316
Canada,CAN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,25.7544403076172
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,4.02756394169263
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,18192222
Canada,CAN,"Population, male",SP.POP.TOTL.MA.IN,17917265
Canada,CAN,"Population, total",SP.POP.TOTL,36109487
Canada,CAN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.2
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,4909322237.28895
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,78858.2802552237
Cayman Islands,CYM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Cayman Islands,CYM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Cayman Islands,CYM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,259.395833333333
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,30984
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,31270
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,62255
Cayman Islands,CYM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1825018144.65595
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,372.135456093031
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,7.87212591094417
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,2448502
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,2455675
Central African Republic,CAF,"Population, total",SP.POP.TOTL,4904177
Central African Republic,CAF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,10097778098.1707
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,691.980077427731
Chad,TCD,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Chad,TCD,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Chad,TCD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,11.5887746188056
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,7270988
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,7321597
Chad,TCD,"Population, total",SP.POP.TOTL,14592585
Chad,TCD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,9511207129.35458
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,58093.9960625367
Channel Islands,CHI,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Channel Islands,CHI,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Channel Islands,CHI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,826.873737373737
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,83329
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,80392
Channel Islands,CHI,"Population, total",SP.POP.TOTL,163721
Channel Islands,CHI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,249344864067.964
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,13788.2400157601
Chile,CHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Chile,CHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Chile,CHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,24.3215880419404
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,9111944
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,8971935
Chile,CHL,"Population, total",SP.POP.TOTL,18083879
Chile,CHL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,11233313730288.5
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,8094.39016730811
China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,147.822641376791
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,677689913
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,710100087
China,CHN,"Population, total",SP.POP.TOTL,1387790000
China,CHN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.8
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,282720100286.228
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,5936.2610216683
Colombia,COL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,11.2939901351929
Colombia,COL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,10.4756803512573
Colombia,COL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,10.9017200469971
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,42.9256016223524
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,24107989
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,23517966
Colombia,COL,"Population, total",SP.POP.TOTL,47625955
Colombia,COL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,4.9
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1012835492.51575
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1357.26622888827
Comoros,COM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Comoros,COM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Comoros,COM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,400.984416980118
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,372233
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,373999
Comoros,COM,"Population, total",SP.POP.TOTL,746232
Comoros,COM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,37134801555.3322
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,456.027950583624
"Congo, Dem. Rep.",COD,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,1.49581003189087
"Congo, Dem. Rep.",COD,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,5.63126993179321
"Congo, Dem. Rep.",COD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,3.47718000411987
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,35.9193564323681
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,41052552
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,40378425
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,81430977
"Congo, Dem. Rep.",COD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,10931247264.8116
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2107.5030239722
"Congo, Rep.",COG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
"Congo, Rep.",COG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
"Congo, Rep.",COG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,15.1883572474378
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2598046
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2588778
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,5186824
"Congo, Rep.",COG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,58847019609.6549
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,11899.8139833748
Costa Rica,CRI,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,21.3582191467285
Costa Rica,CRI,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,19.8245906829834
Costa Rica,CRI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,20.6339893341064
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,96.8508617312965
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2465916
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2479289
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4945205
Costa Rica,CRI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.3
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,48407761031.9226
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1999.19537159383
Cote d'Ivoire,CIV,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,1.39651000499725
Cote d'Ivoire,CIV,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,5.52378988265991
Cote d'Ivoire,CIV,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,3.45458006858826
